Customer ID,Total_Revenue,Purchase_Frequency,CLV_Segment
16114,135.75000000000003,1,Low Value
16115,2553.8,12,Medium Value
16116,612.78,1,Low Value
16117,654.4,3,Low Value
16118,4376.25,1,Medium Value
16119,1720.81,8,Low Value
16120,2967.51,6,Medium Value
16121,1450.04,5,Low Value
16122,895.62,6,Low Value
16123,307.78,1,Low Value
16124,1772.49,4,Low Value
16125,4292.35,14,Medium Value
16126,14644.6,15,High Value
16127,801.31,2,Low Value
16128,3801.05,11,Medium Value
16129,1396.05,3,Low Value
16130,987.48,4,Low Value
16131,9957.42,12,High Value
16132,664.1999999999999,2,Low Value
16133,22992.260000000002,56,High Value
16134,2145.34,5,Low Value
16135,819.45,2,Low Value
16136,946.8,4,Low Value
16137,422.7,1,Low Value
16138,910.35,3,Low Value
16139,1111.15,5,Low Value
16140,1433.46,3,Low Value
16141,955.94,2,Low Value
16142,535.34,1,Low Value
16143,4555.08,12,Medium Value
16144,175.2,1,Low Value
16145,6805.4400000000005,19,High Value
16146,946.38,4,Low Value
16147,2398.91,5,Medium Value
16148,386.62,2,Low Value
16149,422.22,3,Low Value
16150,4002.17,10,Medium Value
16152,1829.04,1,Low Value
16153,5133.49,11,Medium Value
16155,796.9,5,Low Value
16156,6188.18,20,High Value
16157,656.69,3,Low Value
16158,628.32,9,Low Value
16159,1232.79,4,Low Value
16160,1025.44,2,Low Value
16161,12580.06,43,High Value
16162,37.4,1,Low Value
16163,2407.98,6,Medium Value
16164,822.48,3,Low Value
16165,79.9,1,Low Value
16166,435.83,2,Low Value
16167,1386.1200000000001,5,Low Value
16168,10360.67,66,High Value
16169,1822.97,4,Low Value
16170,6869.0,20,High Value
16171,73.2,1,Low Value
16172,1884.55,8,Low Value
16173,1418.32,6,Low Value
16174,2246.75,7,Low Value
16175,1836.44,7,Low Value
16176,2052.69,4,Low Value
16177,2247.31,8,Low Value
16178,612.6,2,Low Value
16179,215.83,1,Low Value
16180,16249.87,13,High Value
16181,305.54,1,Low Value
16182,9971.65,9,High Value
16183,1077.81,4,Low Value
16184,1158.79,6,Low Value
16185,644.72,3,Low Value
16186,8718.43,26,High Value
16187,6911.4400000000005,15,High Value
16188,1087.66,5,Low Value
16189,215.48,2,Low Value
16190,2723.55,8,Medium Value
16191,15677.82,24,High Value
16192,351.3,1,Low Value
16193,630.43,2,Low Value
16194,308.59999999999997,1,Low Value
16195,323.25,1,Low Value
16196,93.3,1,Low Value
16197,2016.71,9,Low Value
16198,1030.0410000000002,2,Low Value
16199,942.75,7,Low Value
16200,5608.1,12,High Value
16201,2112.12,5,Low Value
16202,2501.9900000000002,9,Medium Value
16203,943.84,6,Low Value
16204,918.71,3,Low Value
16205,1820.1100000000001,7,Low Value
16206,2589.87,13,Medium Value
16207,394.38,1,Low Value
16208,3440.45,10,Medium Value
16209,4146.78,9,Medium Value
16210,33750.97,35,High Value
16211,1090.59,3,Low Value
16212,1293.71,4,Low Value
16213,159.0,1,Low Value
16214,2038.25,4,Low Value
16215,242.35,1,Low Value
16216,914.9300000000001,1,Low Value
16217,304.25,2,Low Value
16218,3968.67,13,Medium Value
16219,40.8,1,Low Value
16221,2019.92,9,Low Value
16222,1272.05,2,Low Value
16223,1087.05,2,Low Value
16224,1616.54,5,Low Value
16225,2859.31,15,Medium Value
16226,672.1700000000001,5,Low Value
16227,1027.22,3,Low Value
16228,885.71,3,Low Value
16229,2867.86,6,Medium Value
16230,542.03,2,Low Value
16231,1074.47,4,Low Value
16232,2712.97,7,Medium Value
16233,1818.31,9,Low Value
16234,333.18,3,Low Value
16235,2053.71,9,Low Value
16236,432.2,1,Low Value
16237,136.65,1,Low Value
16238,63.66,1,Low Value
16239,1492.2,6,Low Value
16240,3718.8,2,Medium Value
16241,3992.86,16,Medium Value
16242,7404.65,14,High Value
16243,409.1,2,Low Value
16244,1522.75,2,Low Value
16245,1413.66,3,Low Value
16246,821.35,2,Low Value
16247,114.56,1,Low Value
16248,152.94,1,Low Value
16249,1800.07,5,Low Value
16250,565.24,3,Low Value
16251,128.31,1,Low Value
16252,295.09000000000003,1,Low Value
16253,7272.2,7,High Value
16254,967.44,3,Low Value
16255,4530.0,15,Medium Value
16256,1629.37,3,Low Value
16257,46.95,1,Low Value
16258,11942.52,15,High Value
16259,340.94,3,Low Value
16260,1035.45,1,Low Value
16261,1041.16,6,Low Value
16262,755.15,1,Low Value
16263,348.16,1,Low Value
16264,823.53,2,Low Value
16265,6935.17,12,High Value
16266,1757.95,14,Low Value
16267,186.66,1,Low Value
16268,667.65,2,Low Value
16269,717.57,1,Low Value
16270,1141.24,1,Low Value
16271,3397.82,10,Medium Value
16272,411.7,1,Low Value
16273,318.34000000000003,2,Low Value
16274,351.75,1,Low Value
16275,2151.11,3,Low Value
16276,2629.3900000000003,3,Medium Value
16277,188.69,1,Low Value
16278,1117.84,3,Low Value
16279,5698.28,9,High Value
16280,238.05,1,Low Value
16281,3424.02,3,Medium Value
16282,1307.58,3,Low Value
16283,4350.32,8,Medium Value
16284,1018.48,3,Low Value
16285,176.9,1,Low Value
16286,328.95,2,Low Value
16287,1006.98,5,Low Value
16288,129.85,1,Low Value
16289,136.31,1,Low Value
16290,1957.7,4,Low Value
16291,117.72,1,Low Value
16292,1253.76,5,Low Value
16293,4279.2,15,Medium Value
16294,126.05000000000001,1,Low Value
16295,1328.55,4,Low Value
16296,1313.67,4,Low Value
16297,301.9,1,Low Value
16298,1085.7,7,Low Value
16299,193.65,1,Low Value
16300,1367.32,3,Low Value
16301,107.33,1,Low Value
16302,233.22,1,Low Value
16303,7928.27,7,High Value
16304,381.66,1,Low Value
16305,361.21999999999997,1,Low Value
16306,1124.72,7,Low Value
16307,1194.92,3,Low Value
16308,5120.0,7,Medium Value
16309,706.57,2,Low Value
16310,460.08,2,Low Value
16311,616.26,2,Low Value
16312,171.15,1,Low Value
16313,274.15000000000003,2,Low Value
16314,1491.4,3,Low Value
16315,402.71,2,Low Value
16316,5744.91,13,High Value
16317,2192.51,5,Low Value
16318,328.15,1,Low Value
16319,404.40000000000003,1,Low Value
16320,5628.99,6,High Value
16321,604.5500000000001,7,Low Value
16322,326.75,2,Low Value
16323,353.66,2,Low Value
16324,408.59000000000003,3,Low Value
16325,3597.5,12,Medium Value
16326,4721.25,24,Medium Value
16327,10159.64,16,High Value
16328,310.83,1,Low Value
16329,1664.92,4,Low Value
16330,625.38,7,Low Value
16331,2037.7,6,Low Value
16332,2000.01,11,Low Value
16333,26626.8,22,High Value
16334,263.73,1,Low Value
16335,2753.52,7,Medium Value
16336,3517.69,4,Medium Value
16337,151.05,1,Low Value
16338,214.79999999999998,1,Low Value
16339,94.05,1,Low Value
16340,1496.24,3,Low Value
16341,3850.79,7,Medium Value
16342,322.41,4,Low Value
16343,614.12,3,Low Value
16344,842.42,4,Low Value
16345,1178.79,2,Low Value
16346,224.51,1,Low Value
16347,3442.96,11,Medium Value
16348,1744.42,8,Low Value
16349,53.5,1,Low Value
16350,2253.89,9,Medium Value
16351,3330.0299999999997,13,Medium Value
16352,494.44,2,Low Value
16353,9795.460000000001,38,High Value
16354,1119.46,5,Low Value
16355,416.35,1,Low Value
16356,415.87,6,Low Value
16357,868.37,4,Low Value
16358,2919.65,5,Medium Value
16359,2697.75,16,Medium Value
16360,3450.41,6,Medium Value
16361,891.21,4,Low Value
16362,922.16,6,Low Value
16363,109.36000000000001,1,Low Value
16364,705.79,2,Low Value
16365,3167.34,15,Medium Value
16366,1548.1299999999999,4,Low Value
16367,1350.48,3,Low Value
16368,621.44,3,Low Value
16369,2656.56,7,Medium Value
16370,1301.91,4,Low Value
16371,157.2,1,Low Value
16372,1290.31,5,Low Value
16373,309.49,2,Low Value
16374,1723.4,5,Low Value
16375,104.0,2,Low Value
16376,974.96,2,Low Value
16377,1308.48,2,Low Value
16378,362.95,3,Low Value
16379,2157.4,4,Low Value
16380,1743.1499999999999,1,Low Value
16381,247.85,2,Low Value
16382,353.1,2,Low Value
16383,2896.69,7,Medium Value
16384,1358.95,4,Low Value
16385,881.35,5,Low Value
16386,1068.16,3,Low Value
16387,882.46,5,Low Value
16388,186.05,1,Low Value
16389,1382.07,4,Low Value
16390,467.5,3,Low Value
16391,1052.26,4,Low Value
16392,756.7,3,Low Value
16393,5297.77,23,Medium Value
16394,1555.34,5,Low Value
16395,3518.41,14,Medium Value
16396,137.8,1,Low Value
16397,123.13,1,Low Value
16398,1705.8,2,Low Value
16399,630.22,3,Low Value
16400,3059.85,9,Medium Value
16401,6849.15,23,High Value
16402,293.45,2,Low Value
16403,177.5,1,Low Value
16404,443.05,1,Low Value
16405,167.25,2,Low Value
16406,528.36,3,Low Value
16407,2761.65,14,Medium Value
16408,231.93,1,Low Value
16409,5652.74,12,High Value
16410,130.32,1,Low Value
16411,756.39,4,Low Value
16412,593.19,5,Low Value
16413,522.03,2,Low Value
16414,551.21,5,Low Value
16415,696.76,3,Low Value
16416,2957.88,9,Medium Value
16417,35.7,1,Low Value
16418,1028.74,5,Low Value
16419,1463.7,8,Low Value
16420,75.0,1,Low Value
16421,526.27,3,Low Value
16422,61920.87,109,High Value
16423,346.12,1,Low Value
16424,443.06,2,Low Value
16425,302.7,1,Low Value
16426,1863.76,10,Low Value
16427,241.06,2,Low Value
16428,638.49,3,Low Value
16429,284.55,1,Low Value
16430,1117.94,7,Low Value
16431,623.28,3,Low Value
16432,287.4,1,Low Value
16433,384.52,2,Low Value
16434,2673.69,12,Medium Value
16435,1003.0699999999999,3,Low Value
16436,319.14,3,Low Value
16437,301.25,2,Low Value
16438,798.35,5,Low Value
16439,310.70000000000005,1,Low Value
16440,3856.9700000000003,6,Medium Value
16441,1019.13,5,Low Value
16442,891.98,5,Low Value
16443,162.24,1,Low Value
16444,3625.88,17,Medium Value
16445,583.16,4,Low Value
16446,168472.5,2,High Value
16447,727.1,3,Low Value
16448,361.12,2,Low Value
16449,707.69,2,Low Value
16450,1505.73,3,Low Value
16451,1013.15,3,Low Value
16452,332.17,2,Low Value
16453,251.71,2,Low Value
16454,30.950000000000003,4,Low Value
16455,3995.57,11,Medium Value
16456,6000.94,13,High Value
16457,208.36,1,Low Value
16458,5690.89,30,High Value
16459,71.78999999999999,1,Low Value
16460,811.23,3,Low Value
16461,1545.83,3,Low Value
16462,136.0,3,Low Value
16463,1422.4,4,Low Value
16464,1298.66,3,Low Value
16465,746.24,2,Low Value
16466,3767.09,15,Medium Value
16467,2869.16,7,Medium Value
16468,787.52,3,Low Value
16469,803.9,5,Low Value
16470,2416.85,11,Medium Value
16471,1189.98,4,Low Value
16472,789.6,2,Low Value
16473,470.83,4,Low Value
16474,1810.65,7,Low Value
16475,544.3,4,Low Value
16476,350.35,1,Low Value
16477,4094.37,11,Medium Value
16478,331.0,3,Low Value
16479,300.83,2,Low Value
16480,769.29,1,Low Value
16481,453.38,1,Low Value
16482,220.62,1,Low Value
16483,139.35,1,Low Value
16484,404.3,2,Low Value
16485,2287.19,5,Medium Value
16486,134.36,1,Low Value
16487,209.4,2,Low Value
16488,498.8,3,Low Value
16489,303.7,2,Low Value
16490,205.41000000000003,1,Low Value
16491,1533.16,2,Low Value
16492,385.56,1,Low Value
16493,2132.09,7,Low Value
16494,826.53,1,Low Value
16495,648.26,3,Low Value
16496,2330.77,6,Medium Value
16497,6695.28,23,High Value
16498,100.97,2,Low Value
16499,2578.34,8,Medium Value
16500,843.9100000000001,9,Low Value
16501,1191.23,1,Low Value
16502,258.55,2,Low Value
16503,3614.34,11,Medium Value
16504,465.88,1,Low Value
16505,777.6,1,Low Value
16506,90.30000000000001,2,Low Value
16507,142.71,1,Low Value
16508,240.95,1,Low Value
16509,363.7,1,Low Value
16510,1777.5,6,Low Value
16511,1760.49,6,Low Value
16513,874.59,4,Low Value
16515,3179.06,10,Medium Value
16516,101.69999999999999,1,Low Value
16517,162.7,1,Low Value
16518,959.37,4,Low Value
16519,439.06,4,Low Value
16520,2148.38,6,Low Value
16521,1140.11,3,Low Value
16522,433.36,2,Low Value
16523,11916.33,28,High Value
16524,306.19,2,Low Value
16525,24151.3,48,High Value
16526,717.21,2,Low Value
16527,1232.94,2,Low Value
16528,244.41,1,Low Value
16529,1986.8,4,Low Value
16530,48.349999999999994,1,Low Value
16531,2298.33,11,Medium Value
16532,8756.64,5,High Value
16533,1082.81,3,Low Value
16534,635.9,1,Low Value
16535,972.04,3,Low Value
16536,548.12,1,Low Value
16537,23.35,1,Low Value
16538,395.07,3,Low Value
16539,3289.66,10,Medium Value
16540,205.75,1,Low Value
16541,424.03,1,Low Value
16542,257.32,2,Low Value
16543,292.21,1,Low Value
16544,376.70000000000005,4,Low Value
16545,689.82,2,Low Value
16546,5307.07,5,Medium Value
16547,104.25999999999999,1,Low Value
16548,30.15,1,Low Value
16549,12781.8,34,High Value
16550,8813.58,18,High Value
16551,2237.12,7,Low Value
16552,379.73,2,Low Value
16553,16584.01,33,High Value
16554,2841.72,8,Medium Value
16555,1915.68,6,Low Value
16556,8012.58,17,High Value
16557,281.85,2,Low Value
16558,13304.11,38,High Value
16559,175.0,1,Low Value
16560,3048.38,8,Medium Value
16561,511.12,2,Low Value
16562,223.85999999999999,1,Low Value
16563,4412.56,6,Medium Value
16564,87.8,1,Low Value
16565,773.05,4,Low Value
16566,614.66,5,Low Value
16567,865.6,2,Low Value
16568,1020.9000000000001,2,Low Value
16569,1455.23,5,Low Value
16570,7434.31,20,High Value
16571,4248.74,10,Medium Value
16572,1009.6,3,Low Value
16573,663.61,2,Low Value
16574,1301.78,3,Low Value
16576,540.87,2,Low Value
16577,380.0,1,Low Value
16578,156.6,1,Low Value
16579,295.05,1,Low Value
16581,105.84,1,Low Value
16582,313.62,1,Low Value
16583,297.95,2,Low Value
16584,3156.17,5,Medium Value
16585,341.59,2,Low Value
16586,1462.78,3,Low Value
16587,225.15,1,Low Value
16588,1361.28,4,Low Value
16589,612.36,4,Low Value
16590,605.9,2,Low Value
16591,213.5,1,Low Value
16592,7807.91,28,High Value
16593,1071.1399999999999,8,Low Value
16594,181.09,1,Low Value
16595,1757.75,5,Low Value
16596,458.98,4,Low Value
16597,90.04,1,Low Value
16598,145.04999999999998,1,Low Value
16599,172.8,1,Low Value
16600,2153.41,13,Low Value
16601,677.0,3,Low Value
16602,763.33,2,Low Value
16603,482.47,2,Low Value
16604,432.45,2,Low Value
16605,60.48,1,Low Value
16606,357.66,2,Low Value
16607,5706.87,25,High Value
16608,1286.6200000000001,2,Low Value
16609,5493.46,7,High Value
16610,75.66,1,Low Value
16611,1785.13,6,Low Value
16612,3245.43,9,Medium Value
16613,618.59,1,Low Value
16614,1179.79,3,Low Value
16615,291.5,1,Low Value
16616,500.42,2,Low Value
16617,151.85,1,Low Value
16618,2647.59,5,Medium Value
16619,1938.33,4,Low Value
16620,1758.93,6,Low Value
16621,813.48,4,Low Value
16622,225.4,1,Low Value
16623,1015.24,4,Low Value
16624,810.5699999999999,2,Low Value
16625,1654.03,5,Low Value
16626,4413.1,17,Medium Value
16627,322.8,1,Low Value
16628,2318.1,7,Medium Value
16629,408.63,2,Low Value
16630,106.80000000000001,1,Low Value
16631,1892.52,7,Low Value
16632,406.4,2,Low Value
16633,2883.1,6,Medium Value
16634,1649.81,6,Low Value
16635,473.0,1,Low Value
16636,3802.04,4,Medium Value
16637,1154.47,4,Low Value
16638,2380.13,15,Medium Value
16639,1747.98,4,Low Value
16640,179.4,1,Low Value
16641,554.5,2,Low Value
16642,1077.45,3,Low Value
16643,923.11,2,Low Value
16644,833.78,2,Low Value
16645,160.39,1,Low Value
16646,678.8,1,Low Value
16647,541.9,4,Low Value
16648,672.8,3,Low Value
16649,306.58000000000004,1,Low Value
16650,1916.11,7,Low Value
16651,136.2,1,Low Value
16652,17550.39,16,High Value
16653,1212.66,2,Low Value
16654,1484.07,8,Low Value
16655,6423.26,13,High Value
16656,16833.170000000002,30,High Value
16657,874.43,4,Low Value
16658,690.83,6,Low Value
16659,39.12,1,Low Value
16660,1879.55,7,Low Value
16661,932.76,4,Low Value
16662,151.05,1,Low Value
16663,165.0,1,Low Value
16664,109.2,1,Low Value
16665,135.39999999999998,1,Low Value
16666,217.71,2,Low Value
16667,567.1800000000001,2,Low Value
16668,862.42,13,Low Value
16669,1348.88,3,Low Value
16670,8030.150000000001,20,High Value
16671,1692.27,3,Low Value
16672,8134.9400000000005,20,High Value
16673,171.13,1,Low Value
16674,304.24,2,Low Value
16675,608.86,2,Low Value
16676,2361.9,6,Medium Value
16677,880.62,2,Low Value
16678,3109.99,12,Medium Value
16679,663.31,3,Low Value
16680,821.45,3,Low Value
16681,1921.84,7,Low Value
16682,1028.0,5,Low Value
16683,320.25,1,Low Value
16684,147142.77,55,High Value
16685,324.24,2,Low Value
16686,4881.07,16,Medium Value
16687,157.63,1,Low Value
16688,1260.86,4,Low Value
16689,422.59999999999997,2,Low Value
16690,353.03,4,Low Value
16691,178.83,2,Low Value
16692,1914.6999999999998,4,Low Value
16693,1179.48,5,Low Value
16694,98.30000000000001,1,Low Value
16695,191.9,2,Low Value
16696,657.9000000000001,4,Low Value
16697,112.75,1,Low Value
16698,1998.0,2,Low Value
16699,994.6,7,Low Value
16700,8830.77,25,High Value
16701,9916.73,26,High Value
16702,1110.83,4,Low Value
16704,664.16,2,Low Value
16705,43515.051,42,High Value
16706,531.35,3,Low Value
16707,533.41,4,Low Value
16708,656.63,1,Low Value
16709,9056.01,14,High Value
16710,5921.35,22,High Value
16711,2868.48,9,Medium Value
16712,4232.87,13,Medium Value
16713,14115.56,32,High Value
16714,1497.33,4,Low Value
16715,625.52,2,Low Value
16716,2149.6800000000003,3,Low Value
16717,6663.68,14,High Value
16718,3006.08,5,Medium Value
16719,3513.62,14,Medium Value
16720,758.74,3,Low Value
16721,292.47,1,Low Value
16722,8189.56,22,High Value
16723,1231.36,4,Low Value
16724,147.35,1,Low Value
16725,1688.26,14,Low Value
16726,2063.88,7,Low Value
16727,1377.77,4,Low Value
16728,1048.28,4,Low Value
16729,7205.33,21,High Value
16730,743.11,3,Low Value
16731,170.3,1,Low Value
16732,4387.64,4,Medium Value
16733,259.68,1,Low Value
16734,646.76,3,Low Value
16735,6217.41,14,High Value
16736,2956.56,5,Medium Value
16737,835.1999999999999,2,Low Value
16738,3.75,1,Low Value
16739,786.43,2,Low Value
16740,226.91,1,Low Value
16741,173.06,1,Low Value
16742,2799.87,14,Medium Value
16743,4212.15,14,Medium Value
16744,1291.91,7,Low Value
16745,7180.7,17,High Value
16746,18046.75,42,High Value
16747,836.06,2,Low Value
16748,3637.33,14,Medium Value
16749,4157.88,2,Medium Value
16750,623.93,5,Low Value
16751,1764.72,1,Low Value
16752,207.5,1,Low Value
16753,223.92000000000002,1,Low Value
16754,65500.07,29,High Value
16755,2864.68,7,Medium Value
16756,1312.3700000000001,7,Low Value
16757,270.48,2,Low Value
16758,369.34000000000003,1,Low Value
16759,789.79,3,Low Value
16760,228.0,1,Low Value
16761,316.62,1,Low Value
16762,1207.24,3,Low Value
16763,964.6999999999999,2,Low Value
16764,2790.9500000000003,13,Medium Value
16765,454.75,2,Low Value
16766,1145.6,2,Low Value
16767,8056.76,15,High Value
16768,1698.57,9,Low Value
16769,1117.05,4,Low Value
16770,1778.93,9,Low Value
16771,3949.6,10,Medium Value
16772,3698.0499999999997,3,Medium Value
16773,421.24,3,Low Value
16774,1567.48,8,Low Value
16775,2820.84,16,Medium Value
16776,592.51,2,Low Value
16777,1292.18,5,Low Value
16778,245.94,2,Low Value
16779,32809.03,53,High Value
16780,596.4,3,Low Value
16781,623.0,2,Low Value
16782,9636.12,38,High Value
16783,391.95,1,Low Value
16784,892.33,5,Low Value
16785,533.78,1,Low Value
16786,51.839999999999996,1,Low Value
16787,1017.53,4,Low Value
16788,1928.93,5,Low Value
16789,80.8,1,Low Value
16790,1545.6200000000001,6,Low Value
16791,3957.63,15,Medium Value
16792,623.46,5,Low Value
16793,243.84,1,Low Value
16794,2052.7,15,Low Value
16795,2062.41,3,Low Value
16796,305.62,1,Low Value
16797,1802.02,5,Low Value
16798,841.16,3,Low Value
16799,452.78000000000003,2,Low Value
16800,1162.65,1,Low Value
16801,1594.23,4,Low Value
16802,582.61,2,Low Value
16803,332.3,1,Low Value
16804,536.99,3,Low Value
16805,1091.34,5,Low Value
16806,762.16,4,Low Value
16807,2123.88,6,Low Value
16808,288.42,2,Low Value
16809,1727.43,9,Low Value
16810,842.0400000000001,2,Low Value
16811,547.07,2,Low Value
16812,2392.0,4,Medium Value
16813,1652.18,10,Low Value
16814,11924.85,36,High Value
16815,406.02,2,Low Value
16816,417.06,4,Low Value
16817,2560.7,13,Medium Value
16818,3349.57,11,Medium Value
16819,182.59,2,Low Value
16820,497.61,1,Low Value
16821,113.35,1,Low Value
16822,181.39,1,Low Value
16823,2243.09,7,Low Value
16824,686.24,3,Low Value
16825,1826.89,5,Low Value
16826,341.7,1,Low Value
16827,392.13,5,Low Value
16828,128.5,2,Low Value
16829,513.32,2,Low Value
16830,1207.5,4,Low Value
16831,91.8,1,Low Value
16832,417.61,5,Low Value
16833,2409.04,6,Medium Value
16834,898.96,2,Low Value
16835,1456.66,6,Low Value
16836,782.37,4,Low Value
16837,3170.98,11,Medium Value
16838,1159.61,4,Low Value
16839,21758.25,44,High Value
16840,139.85,2,Low Value
16841,4006.06,12,Medium Value
16842,1264.19,3,Low Value
16843,19571.43,35,High Value
16844,614.34,2,Low Value
16845,253.88,1,Low Value
16846,842.41,3,Low Value
16847,614.89,2,Low Value
16848,1411.62,4,Low Value
16849,124.57,1,Low Value
16850,332.41,1,Low Value
16851,342.45,3,Low Value
16852,144.91000000000003,2,Low Value
16854,1408.96,2,Low Value
16855,328.4,2,Low Value
16856,358.49,3,Low Value
16857,352.8,1,Low Value
16858,4292.59,10,Medium Value
16859,1932.41,7,Low Value
16860,1610.62,3,Low Value
16861,946.59,5,Low Value
16862,662.33,4,Low Value
16863,834.27,3,Low Value
16864,409.25,2,Low Value
16865,130.95,1,Low Value
16866,207.73999999999998,3,Low Value
16867,76.74000000000001,1,Low Value
16868,384.56,3,Low Value
16869,817.12,4,Low Value
16870,450.15999999999997,1,Low Value
16871,2812.34,6,Medium Value
16872,1213.13,6,Low Value
16873,14617.39,12,High Value
16874,209.89000000000001,1,Low Value
16875,4234.53,11,Medium Value
16876,136.01,1,Low Value
16877,846.62,6,Low Value
16878,13.3,1,Low Value
16880,1813.21,8,Low Value
16881,432.0,1,Low Value
16882,705.12,3,Low Value
16883,2246.06,19,Low Value
16884,1070.97,4,Low Value
16885,684.6,4,Low Value
16886,134.0,1,Low Value
16887,658.17,3,Low Value
16888,434.2,3,Low Value
16889,2526.65,6,Medium Value
16890,285.41,3,Low Value
16891,1727.94,11,Low Value
16892,754.75,7,Low Value
16893,249.89000000000001,2,Low Value
16894,1306.96,3,Low Value
16895,1102.9,5,Low Value
16896,103.95,1,Low Value
16897,289.78,2,Low Value
16898,885.21,5,Low Value
16899,1695.77,8,Low Value
16900,887.11,3,Low Value
16901,204.26,1,Low Value
16902,1706.88,1,Low Value
16903,1041.75,3,Low Value
16904,4675.36,21,Medium Value
16905,4706.77,17,Medium Value
16906,1410.92,7,Low Value
16907,1470.89,9,Low Value
16908,252.59,1,Low Value
16909,379.14,1,Low Value
16910,1508.96,8,Low Value
16911,255.25,2,Low Value
16912,4460.51,15,Medium Value
16913,423.90999999999997,3,Low Value
16914,183.76,1,Low Value
16915,1543.18,11,Low Value
16916,902.02,4,Low Value
16917,1851.88,2,Low Value
16918,3206.54,16,Medium Value
16919,4909.66,24,Medium Value
16920,355.45,1,Low Value
16921,409.21,3,Low Value
16922,611.08,1,Low Value
16923,13157.130000000001,32,High Value
16924,829.89,3,Low Value
16925,125.65,1,Low Value
16926,1169.6100000000001,5,Low Value
16927,543.05,3,Low Value
16928,3897.5299999999997,29,Medium Value
16929,1295.39,7,Low Value
16930,378.89,3,Low Value
16931,5032.22,23,Medium Value
16932,412.55,3,Low Value
16933,3099.3,9,Medium Value
16934,2083.14,6,Low Value
16935,530.86,3,Low Value
16936,548.29,2,Low Value
16937,196.25,1,Low Value
16938,6995.360000000001,9,High Value
16939,433.85,3,Low Value
16940,6427.66,8,High Value
16941,33.0,1,Low Value
16942,1904.99,9,Low Value
16943,1299.49,5,Low Value
16944,101.36,1,Low Value
16945,8548.16,33,High Value
16946,1222.04,5,Low Value
16947,955.21,5,Low Value
16948,868.77,7,Low Value
16949,1286.27,6,Low Value
16950,3541.77,10,Medium Value
16951,1277.75,3,Low Value
16952,795.83,5,Low Value
16953,20.8,1,Low Value
16954,6081.88,20,High Value
16955,1120.31,6,Low Value
16956,308.74,1,Low Value
16957,416.64,2,Low Value
16958,778.49,1,Low Value
16959,117.35000000000001,1,Low Value
16960,1990.88,8,Low Value
16961,794.56,3,Low Value
16962,251.04,1,Low Value
16963,110.55000000000001,1,Low Value
16964,207.85,2,Low Value
16965,201.19,1,Low Value
16966,2154.97,7,Low Value
16967,319.02,1,Low Value
16968,439.43,2,Low Value
16969,650.41,3,Low Value
16970,71.4,1,Low Value
16971,357.21,1,Low Value
16972,749.0,2,Low Value
16973,127.0,1,Low Value
16974,365.5,2,Low Value
16975,926.12,3,Low Value
16976,251.51999999999998,1,Low Value
16977,496.0,4,Low Value
16978,768.88,3,Low Value
16979,2859.74,9,Medium Value
16980,1422.8300000000002,3,Low Value
16982,384.06,1,Low Value
16983,3490.5299999999997,11,Medium Value
16984,10350.53,9,High Value
16985,10923.16,23,High Value
16986,4888.75,11,Medium Value
16987,2521.4,11,Medium Value
16988,382.67,2,Low Value
16989,1133.25,6,Low Value
16990,344.0,2,Low Value
16991,1041.21,1,Low Value
16992,5476.5,13,High Value
16993,1950.9499999999998,2,Low Value
16996,2123.61,9,Low Value
16997,702.0,3,Low Value
16998,402.0,5,Low Value
16999,484.82,2,Low Value
17000,406.3,2,Low Value
17001,6640.8,19,High Value
17002,2571.55,7,Medium Value
17003,828.21,4,Low Value
17004,2324.36,4,Medium Value
17005,622.36,2,Low Value
17006,1635.27,8,Low Value
17007,1120.1,7,Low Value
17008,81.36,1,Low Value
17009,242.06,1,Low Value
17010,195.36,1,Low Value
17011,671.7,3,Low Value
17012,360.61,1,Low Value
17014,583.4300000000001,3,Low Value
17015,1838.6100000000001,3,Low Value
17016,552.4,1,Low Value
17017,12576.99,29,High Value
17018,2287.7,6,Medium Value
17019,3602.29,11,Medium Value
17020,935.62,2,Low Value
17021,1182.22,6,Low Value
17022,260.0,2,Low Value
17023,800.18,3,Low Value
17024,95.85,3,Low Value
17025,1349.67,5,Low Value
17026,175.82999999999998,3,Low Value
17027,1310.63,9,Low Value
17028,1593.83,3,Low Value
17029,2137.3,7,Low Value
17030,146.87,1,Low Value
17031,2773.85,6,Medium Value
17032,2984.32,8,Medium Value
17033,1332.79,4,Low Value
17034,1276.42,5,Low Value
17035,613.59,4,Low Value
17036,176.9,1,Low Value
17037,1267.32,1,Low Value
17038,743.17,2,Low Value
17039,1954.99,1,Low Value
17040,463.25,2,Low Value
17041,1655.2,6,Low Value
17042,1036.58,5,Low Value
17043,2593.65,8,Medium Value
17044,11962.3,12,High Value
17045,827.6800000000001,5,Low Value
17046,1906.07,5,Low Value
17047,2289.23,6,Medium Value
17048,2071.68,7,Low Value
17049,9942.53,19,High Value
17050,4648.59,11,Medium Value
17051,706.49,4,Low Value
17052,399.09,1,Low Value
17053,498.48,1,Low Value
17054,1356.33,5,Low Value
17055,232.85,1,Low Value
17056,128.60000000000002,1,Low Value
17057,294.74,1,Low Value
17058,1179.89,3,Low Value
17059,4864.57,9,Medium Value
17060,234.24,1,Low Value
17061,5232.2300000000005,11,Medium Value
17062,889.75,6,Low Value
17063,3638.53,13,Medium Value
17064,855.45,3,Low Value
